test_case_id,rule_id,description,input_fields,expected_outcome,source
TC-AUTO-0572,CAL080-005,Auto baseline for CAL080-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0573,CAL080-016,Auto baseline for CAL080-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0574,CAL080-015,Auto baseline for CAL080-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0575,CAL080-016B,Auto baseline for CAL080-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0576,CAL091-001B,Auto baseline for CAL091-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0577,CAL091-001N,Auto baseline for CAL091-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0578,CAL091-001E,Auto baseline for CAL091-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0579,CAL091-001F,Auto baseline for CAL091-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0580,CAL091-001C,Auto baseline for CAL091-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0581,CAL091-000,Auto baseline for CAL091-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0582,CAL091-001G,Auto baseline for CAL091-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0583,CAL091-001H,Auto baseline for CAL091-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0584,CAL091-008,Auto baseline for CAL091-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0585,CAL091-003B,Auto baseline for CAL091-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0586,CAL091-004,Auto baseline for CAL091-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0587,CAL091-005,Auto baseline for CAL091-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0588,CAL091-016,Auto baseline for CAL091-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0589,CAL091-015,Auto baseline for CAL091-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0590,CAL091-016B,Auto baseline for CAL091-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0591,CAL100-001B,Auto baseline for CAL100-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0592,CAL100-001N,Auto baseline for CAL100-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0593,CAL100-001E,Auto baseline for CAL100-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0594,CAL100-001F,Auto baseline for CAL100-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0595,CAL100-001C,Auto baseline for CAL100-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0596,CAL100-000,Auto baseline for CAL100-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0597,CAL100-001G,Auto baseline for CAL100-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0598,CAL100-001H,Auto baseline for CAL100-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0599,CAL100-008,Auto baseline for CAL100-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0600,CAL100-003B,Auto baseline for CAL100-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0601,CAL100-004,Auto baseline for CAL100-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0602,CAL100-005,Auto baseline for CAL100-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0603,CAL100-016,Auto baseline for CAL100-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0604,CAL100-015,Auto baseline for CAL100-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0605,CAL100-016B,Auto baseline for CAL100-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
